indicator_id,region_id,date,value
ZSFH,77076,2023-08-31,280825.123940574
ZSFH,77076,2023-07-31,279508.546598023
ZSFH,77076,2023-06-30,277714.231455626
ZSFH,77076,2023-05-31,275544.424742606
ZSFH,77076,2023-04-30,273384.042834852
ZSFH,77076,2023-03-31,271442.781835715
ZSFH,77076,2023-02-28,270603.150264221
ZSFH,77076,2023-01-31,270489.139817377
ZSFH,77076,2022-12-31,270854.956117628
ZSFH,77076,2022-11-30,270593.194676446
ZSFH,77076,2022-10-31,270400.21478269
ZSFH,77076,2022-09-30,270653.896130053
ZSFH,77076,2022-08-31,271185.029328583
ZSFH,77076,2022-07-31,270864.15197702
ZSFH,77076,2022-06-30,269459.632949701
ZSFH,77076,2022-05-31,266616.144396675
ZSFH,77076,2022-04-30,263408.329999724
ZSFH,77076,2022-03-31,259634.627284463
ZSFH,77076,2022-02-28,256207.38480937
ZSFH,77076,2022-01-31,253469.540225211
ZSFH,77076,2021-12-31,251510.132832634
ZSFH,77076,2021-11-30,250361.021559236
ZSFH,77076,2021-10-31,249510.738522273
ZSFH,77076,2021-09-30,249145.525384805
ZSFH,77076,2021-08-31,248645.102623638
ZSFH,77076,2021-07-31,247255.967516295
ZSFH,77076,2021-06-30,244743.419236227
ZSFH,77076,2021-05-31,241704.59040114
ZSFH,77076,2021-04-30,238608.471564954
ZSFH,77076,2021-03-31,235819.388427046
ZSFH,77076,2021-02-28,233244.740293012
ZSFH,77076,2021-01-31,230836.505622454
ZSFH,77076,2020-12-31,228218.847214957
ZSFH,77076,2020-11-30,225380.82333671
ZSFH,77076,2020-10-31,222261.027347064
ZSFH,77076,2020-09-30,219369.889551285
ZSFH,77076,2020-08-31,216762.036055764
ZSFH,77076,2020-07-31,214980.25734092
ZSFH,77076,2020-06-30,214194.57408656
ZSFH,77076,2020-05-31,213892.720834253
ZSFH,77076,2020-04-30,213402.45138971
ZSFH,77076,2020-03-31,212218.594967886
ZSFH,77076,2020-02-29,211106.875301782
ZSFH,77076,2020-01-31,210372.336383267
ZSFH,77076,2019-12-31,209900.310610696
ZSFH,77076,2019-11-30,209288.907760485
ZSFH,77076,2019-10-31,208474.330250465
ZSFH,77076,2019-09-30,207928.983963229
ZSFH,77076,2019-08-31,207608.87481084
ZSFH,77076,2019-07-31,207164.344310004
ZSFH,77076,2019-06-30,206476.108884282
ZSFH,77076,2019-05-31,205545.804533586
ZSFH,77076,2019-04-30,204807.247485807
ZSFH,77076,2019-03-31,203750.786321861
ZSFH,77076,2019-02-28,202859.379712519
ZSFH,77076,2019-01-31,202003.480808315
ZSFH,77076,2018-12-31,201469.352850498
ZSFH,77076,2018-11-30,200825.058964268
ZSFH,77076,2018-10-31,200130.244731607
ZSFH,77076,2018-09-30,199615.693967749
ZSFH,77076,2018-08-31,198884.987300679
ZSFH,77076,2018-07-31,198036.717925664
ZSFH,77076,2018-06-30,196839.776906007
ZSFH,77076,2018-05-31,195763.844094149
ZSFH,77076,2018-04-30,194688.211073878
ZSFH,77076,2018-03-31,193819.150189934
ZSFH,77076,2018-02-28,193137.769715374
ZSFH,77076,2018-01-31,192458.895125435
ZSFH,77076,2017-12-31,191563.667944024
ZSFH,77076,2017-11-30,190402.001972545
ZSFH,77076,2017-10-31,189393.59444106
ZSFH,77076,2017-09-30,188784.831040465
ZSFH,77076,2017-08-31,188399.090606558
ZSFH,77076,2017-07-31,187826.192425912
ZSFH,77076,2017-06-30,187098.327687817
ZSFH,77076,2017-05-31,186149.963718795
ZSFH,77076,2017-04-30,185290.306716028
ZSFH,77076,2017-03-31,184274.794201337
ZSFH,77076,2017-02-28,183465.404177012
ZSFH,77076,2017-01-31,182558.127096632
ZSFH,77076,2016-12-31,181700.253004051
