indicator_id-region_id-date-value
ZSFH-77007-"2023-08-31"-279644.846761462
ZSFH-77007-"2023-07-31"-277103.640693612
ZSFH-77007-"2023-06-30"-274752.009212265
ZSFH-77007-"2023-05-31"-272242.779126579
ZSFH-77007-"2023-04-30"-269888.143452885
ZSFH-77007-"2023-03-31"-267900.673041823
ZSFH-77007-"2023-02-28"-266338.29182464
ZSFH-77007-"2023-01-31"-265077.360042542
ZSFH-77007-"2022-12-31"-263856.701258475
ZSFH-77007-"2022-11-30"-263009.372205487
ZSFH-77007-"2022-10-31"-262852.440432933
ZSFH-77007-"2022-09-30"-263965.14936984
ZSFH-77007-"2022-08-31"-265670.355495459
ZSFH-77007-"2022-07-31"-266504.221578676
ZSFH-77007-"2022-06-30"-265285.272579433
ZSFH-77007-"2022-05-31"-261866.353613043
ZSFH-77007-"2022-04-30"-257688.744221992
ZSFH-77007-"2022-03-31"-253721.243406669
ZSFH-77007-"2022-02-28"-250592.444362136
ZSFH-77007-"2022-01-31"-248423.149872744
ZSFH-77007-"2021-12-31"-247109.019366514
ZSFH-77007-"2021-11-30"-246802.262233776
ZSFH-77007-"2021-10-31"-247755.209059745
ZSFH-77007-"2021-09-30"-249568.167651666
ZSFH-77007-"2021-08-31"-251399.13486872
ZSFH-77007-"2021-07-31"-251027.897463104
ZSFH-77007-"2021-06-30"-248208.792093995
ZSFH-77007-"2021-05-31"-243856.433938982
ZSFH-77007-"2021-04-30"-239512.115960342
ZSFH-77007-"2021-03-31"-235361.40398191
ZSFH-77007-"2021-02-28"-231828.445132858
ZSFH-77007-"2021-01-31"-228076.129961966
ZSFH-77007-"2020-12-31"-224424.130441709
ZSFH-77007-"2020-11-30"-220519.378705321
ZSFH-77007-"2020-10-31"-217004.083926083
ZSFH-77007-"2020-09-30"-213917.768241733
ZSFH-77007-"2020-08-31"-211243.029108447
ZSFH-77007-"2020-07-31"-209465.259178921
ZSFH-77007-"2020-06-30"-208806.866953189
ZSFH-77007-"2020-05-31"-208831.558814859
ZSFH-77007-"2020-04-30"-208682.289389584
ZSFH-77007-"2020-03-31"-207999.559135397
ZSFH-77007-"2020-02-29"-206802.649456914
ZSFH-77007-"2020-01-31"-205505.31902739
ZSFH-77007-"2019-12-31"-204014.423963741
ZSFH-77007-"2019-11-30"-202854.404840728
ZSFH-77007-"2019-10-31"-201585.071718213
ZSFH-77007-"2019-09-30"-200613.975309238
ZSFH-77007-"2019-08-31"-199653.860494746
ZSFH-77007-"2019-07-31"-198973.686158482
ZSFH-77007-"2019-06-30"-198596.115158056
ZSFH-77007-"2019-05-31"-198512.230877098
ZSFH-77007-"2019-04-30"-198028.471132647
ZSFH-77007-"2019-03-31"-196584.93556303
ZSFH-77007-"2019-02-28"-194548.716782685
ZSFH-77007-"2019-01-31"-192833.628459562
ZSFH-77007-"2018-12-31"-191419.173890278
ZSFH-77007-"2018-11-30"-190187.604294149
ZSFH-77007-"2018-10-31"-188717.279037686
ZSFH-77007-"2018-09-30"-187603.900237464
ZSFH-77007-"2018-08-31"-186399.415293783
ZSFH-77007-"2018-07-31"-185610.034371485
ZSFH-77007-"2018-06-30"-184284.183929681
ZSFH-77007-"2018-05-31"-182743.080276811
ZSFH-77007-"2018-04-30"-180241.73504439
ZSFH-77007-"2018-03-31"-177917.718473641
ZSFH-77007-"2018-02-28"-175956.802903986
ZSFH-77007-"2018-01-31"-174435.770639937
ZSFH-77007-"2017-12-31"-173024.201268119
ZSFH-77007-"2017-11-30"-171372.156777222
ZSFH-77007-"2017-10-31"-170198.36136443
ZSFH-77007-"2017-09-30"-169550.891288307
ZSFH-77007-"2017-08-31"-168891.586421334
ZSFH-77007-"2017-07-31"-168136.256238909
ZSFH-77007-"2017-06-30"-167218.68846895
ZSFH-77007-"2017-05-31"-166424.57365209
ZSFH-77007-"2017-04-30"-165401.940138809
ZSFH-77007-"2017-03-31"-163906.308503195
ZSFH-77007-"2017-02-28"-162293.166510081
ZSFH-77007-"2017-01-31"-160451.058157095
ZSFH-77007-"2016-12-31"-158981.648295498
ZSFH-77007-"2016-11-30"-157495.698097808
ZSFH-77007-"2016-10-31"-155872.076424043
ZSFH-77007-"2016-09-30"-154125.235616466
ZSFH-77007-"2016-08-31"-152680.346948264
ZSFH-77007-"2016-07-31"-151705.623751595
ZSFH-77007-"2016-06-30"-151079.459298624
ZSFH-77007-"2016-05-31"-150157.369803221
ZSFH-77007-"2016-04-30"-149292.097083954
ZSFH-77007-"2016-03-31"-148282.685279856
ZSFH-77007-"2016-02-29"-147362.279278314
ZSFH-77007-"2016-01-31"-146346.238488261
ZSFH-77007-"2015-12-31"-145164.861401085
ZSFH-77007-"2015-11-30"-143894.736252879
ZSFH-77007-"2015-10-31"-142841.752843043
ZSFH-77007-"2015-09-30"-141835.854348757
ZSFH-77007-"2015-08-31"-141017.343041853
ZSFH-77007-"2015-07-31"-140049.038608601
ZSFH-77007-"2015-06-30"-139113.745273014
ZSFH-77007-"2015-05-31"-138127.825566107
ZSFH-77007-"2015-04-30"-137114.289699069
ZSFH-77007-"2015-03-31"-136088.564621683
ZSFH-77007-"2015-02-28"-135196.582045718
ZSFH-77007-"2015-01-31"-134362.227935248
ZSFH-77007-"2014-12-31"-133603.206421284
ZSFH-77007-"2014-11-30"-133192.027253332
ZSFH-77007-"2014-10-31"-133066.415695318
ZSFH-77007-"2014-09-30"-133324.874892153
ZSFH-77007-"2014-08-31"-133135.789256555
ZSFH-77007-"2014-07-31"-132806.921393644
ZSFH-77007-"2014-06-30"-131944.047195988
ZSFH-77007-"2014-05-31"-130992.564330415
ZSFH-77007-"2014-04-30"-129956.632408062
ZSFH-77007-"2014-03-31"-129601.404569157
ZSFH-77007-"2014-02-28"-129906.712939675
ZSFH-77007-"2014-01-31"-129986.098643436
ZSFH-77007-"2013-12-31"-129803.855462412
ZSFH-77007-"2013-11-30"-129038.492943164
ZSFH-77007-"2013-10-31"-128441.528901814
ZSFH-77007-"2013-09-30"-127504.278670409
ZSFH-77007-"2013-08-31"-126628.00129443
ZSFH-77007-"2013-07-31"-125601.319680884
ZSFH-77007-"2013-06-30"-124611.231423942
ZSFH-77007-"2013-05-31"-123387.134893723
ZSFH-77007-"2013-04-30"-122362.259297611
ZSFH-77007-"2013-03-31"-121783.213353166
ZSFH-77007-"2013-02-28"-121716.85539624
ZSFH-77007-"2013-01-31"-121830.487523313
ZSFH-77007-"2012-12-31"-121396.643036374
ZSFH-77007-"2012-11-30"-120598.358033955
ZSFH-77007-"2012-10-31"-119687.968533276
ZSFH-77007-"2012-09-30"-119088.218465546
ZSFH-77007-"2012-08-31"-118600.078616416
ZSFH-77007-"2012-07-31"-117707.855993303
ZSFH-77007-"2012-06-30"-116661.835941478
ZSFH-77007-"2012-05-31"-115756.086151855
ZSFH-77007-"2012-04-30"-115384.794849001
ZSFH-77007-"2012-03-31"-115232.626268926
ZSFH-77007-"2012-02-29"-115156.668120836
ZSFH-77007-"2012-01-31"-115373.252512102
ZSFH-77007-"2011-12-31"-115935.858324511
ZSFH-77007-"2011-11-30"-116619.342287155
ZSFH-77007-"2011-10-31"-117275.488159496
ZSFH-77007-"2011-09-30"-117892.769159758
ZSFH-77007-"2011-08-31"-118542.511001426
ZSFH-77007-"2011-07-31"-119037.885770663
ZSFH-77007-"2011-06-30"-119219.737537713
ZSFH-77007-"2011-05-31"-119512.896451974
ZSFH-77007-"2011-04-30"-119783.106902755
ZSFH-77007-"2011-03-31"-120264.793949783
