indicator_id,region_id,date,value
ZSFH,77433,2023-08-31,395797.660344806
ZSFH,77433,2023-07-31,393101.385649388
ZSFH,77433,2023-06-30,389524.013831658
ZSFH,77433,2023-05-31,385848.920460129
ZSFH,77433,2023-04-30,382062.527532127
ZSFH,77433,2023-03-31,379277.835671283
ZSFH,77433,2023-02-28,377685.472713855
ZSFH,77433,2023-01-31,376975.265751854
ZSFH,77433,2022-12-31,376633.220042445
ZSFH,77433,2022-11-30,376058.802068329
ZSFH,77433,2022-10-31,375843.263629631
ZSFH,77433,2022-09-30,376349.715028947
ZSFH,77433,2022-08-31,376935.210811323
ZSFH,77433,2022-07-31,375289.236337796
ZSFH,77433,2022-06-30,372202.172637256
ZSFH,77433,2022-05-31,366793.263748708
ZSFH,77433,2022-04-30,361085.874587101
ZSFH,77433,2022-03-31,354280.750602708
ZSFH,77433,2022-02-28,347640.22363597
ZSFH,77433,2022-01-31,342364.491631868
ZSFH,77433,2021-12-31,338098.048559312
ZSFH,77433,2021-11-30,335613.872704088
ZSFH,77433,2021-10-31,334027.429787928
ZSFH,77433,2021-09-30,334477.4206698
ZSFH,77433,2021-08-31,335793.727984185
ZSFH,77433,2021-07-31,335459.537394035
ZSFH,77433,2021-06-30,332779.544935265
ZSFH,77433,2021-05-31,328532.86446969
ZSFH,77433,2021-04-30,324702.043095763
ZSFH,77433,2021-03-31,321107.701010607
ZSFH,77433,2021-02-28,317556.985492632
ZSFH,77433,2021-01-31,313458.150899599
ZSFH,77433,2020-12-31,309000.315112431
ZSFH,77433,2020-11-30,304216.994673607
ZSFH,77433,2020-10-31,299046.879489314
ZSFH,77433,2020-09-30,293773.486548318
ZSFH,77433,2020-08-31,289065.404213898
ZSFH,77433,2020-07-31,285804.11452767
ZSFH,77433,2020-06-30,283828.034337791
ZSFH,77433,2020-05-31,282224.141577622
ZSFH,77433,2020-04-30,280322.654443789
ZSFH,77433,2020-03-31,278192.481572376
ZSFH,77433,2020-02-29,276232.068118627
ZSFH,77433,2020-01-31,274857.355341999
ZSFH,77433,2019-12-31,273618.880536359
ZSFH,77433,2019-11-30,272248.22329108
ZSFH,77433,2019-10-31,270729.806530688
ZSFH,77433,2019-09-30,269440.746499505
ZSFH,77433,2019-08-31,268474.821999841
ZSFH,77433,2019-07-31,267333.445621583
ZSFH,77433,2019-06-30,266432.168816846
ZSFH,77433,2019-05-31,265679.37923344
ZSFH,77433,2019-04-30,264986.042946885
ZSFH,77433,2019-03-31,263507.71455739
ZSFH,77433,2019-02-28,261837.09433534
ZSFH,77433,2019-01-31,260178.143791994
ZSFH,77433,2018-12-31,259087.453610379
ZSFH,77433,2018-11-30,257869.973200582
ZSFH,77433,2018-10-31,256461.556809414
ZSFH,77433,2018-09-30,254714.212580276
ZSFH,77433,2018-08-31,252339.407663398
ZSFH,77433,2018-07-31,250132.883595914
ZSFH,77433,2018-06-30,247935.923900919
ZSFH,77433,2018-05-31,246322.455420105
ZSFH,77433,2018-04-30,244719.254429073
ZSFH,77433,2018-03-31,243365.078930735
ZSFH,77433,2018-02-28,242386.230463745
ZSFH,77433,2018-01-31,241639.723314356
ZSFH,77433,2017-12-31,241040.707760831
ZSFH,77433,2017-11-30,240251.764737061
ZSFH,77433,2017-10-31,239376.895759055
ZSFH,77433,2017-09-30,238500.154480705
ZSFH,77433,2017-08-31,237682.986454329
ZSFH,77433,2017-07-31,236827.435910328
ZSFH,77433,2017-06-30,235826.533804028
ZSFH,77433,2017-05-31,234297.890090496
ZSFH,77433,2017-04-30,232708.899735834
ZSFH,77433,2017-03-31,231233.287818906
ZSFH,77433,2017-02-28,230417.034404538
ZSFH,77433,2017-01-31,229871.643277262
ZSFH,77433,2016-12-31,229220.054785593
ZSFH,77433,2016-11-30,228468.876531773
ZSFH,77433,2016-10-31,227744.839688732
ZSFH,77433,2016-09-30,227381.29727267
ZSFH,77433,2016-08-31,227243.17119118
ZSFH,77433,2016-07-31,227131.17949354
ZSFH,77433,2016-06-30,226671.455374362
ZSFH,77433,2016-05-31,225652.454655192
ZSFH,77433,2016-04-30,224825.1396079
ZSFH,77433,2016-03-31,223538.816589542
ZSFH,77433,2016-02-29,221930.293319168
ZSFH,77433,2016-01-31,219676.184825052
ZSFH,77433,2015-12-31,217922.264785274
ZSFH,77433,2015-11-30,216756.594675016
ZSFH,77433,2015-10-31,215730.648823144
ZSFH,77433,2015-09-30,214421.697244423
ZSFH,77433,2015-08-31,213169.781479542
ZSFH,77433,2015-07-31,212450.956389933
ZSFH,77433,2015-06-30,211982.082096815
ZSFH,77433,2015-05-31,211204.715302797
ZSFH,77433,2015-04-30,210340.534235646
ZSFH,77433,2015-03-31,209373.643125293
ZSFH,77433,2015-02-28,208506.373197865
ZSFH,77433,2015-01-31,207177.785065134
ZSFH,77433,2014-12-31,206026.174027945
ZSFH,77433,2014-11-30,205296.457813916
ZSFH,77433,2014-10-31,204669.165928943
ZSFH,77433,2014-09-30,203963.854166747
ZSFH,77433,2014-08-31,202744.724708422
ZSFH,77433,2014-07-31,201694.412265223
ZSFH,77433,2014-06-30,200478.930310193
ZSFH,77433,2014-05-31,199351.285073189
ZSFH,77433,2014-04-30,198567.67602902
ZSFH,77433,2014-03-31,198301.832178907
ZSFH,77433,2014-02-28,198417.018007003
ZSFH,77433,2014-01-31,198002.078614305
ZSFH,77433,2013-12-31,197525.795804614
ZSFH,77433,2013-11-30,196791.284458572
ZSFH,77433,2013-10-31,196116.444317889
ZSFH,77433,2013-09-30,195224.940501209
ZSFH,77433,2013-08-31,194361.790585693
ZSFH,77433,2013-07-31,193869.881813128
ZSFH,77433,2013-06-30,193368.624579717
ZSFH,77433,2013-05-31,192789.122270098
ZSFH,77433,2013-04-30,192471.338521688
ZSFH,77433,2013-03-31,192155.256731204
ZSFH,77433,2013-02-28,191971.386181301
ZSFH,77433,2013-01-31,191161.093318077
ZSFH,77433,2012-12-31,190506.877940355
ZSFH,77433,2012-11-30,189978.228599233
ZSFH,77433,2012-10-31,189524.845566697
ZSFH,77433,2012-09-30,189194.929940295
ZSFH,77433,2012-08-31,188733.563930228
ZSFH,77433,2012-07-31,188491.056635102
ZSFH,77433,2012-06-30,188079.316809224
ZSFH,77433,2012-05-31,187412.731092184
ZSFH,77433,2012-04-30,186513.238762065
ZSFH,77433,2012-03-31,185310.657140735
ZSFH,77433,2012-02-29,184353.034976659
ZSFH,77433,2012-01-31,183588.034162285
ZSFH,77433,2011-12-31,182910.18628091
ZSFH,77433,2011-11-30,182432.53458035
ZSFH,77433,2011-10-31,181934.192549085
ZSFH,77433,2011-09-30,181796.29026131
ZSFH,77433,2011-08-31,181916.619305703
ZSFH,77433,2011-07-31,182535.39345565
ZSFH,77433,2011-06-30,183397.554463002
ZSFH,77433,2011-05-31,184228.710562876
ZSFH,77433,2011-04-30,184916.426578394
ZSFH,77433,2011-03-31,186004.177200672
ZSFH,77433,2011-02-28,187131.778970582
ZSFH,77433,2011-01-31,188664.761859874
ZSFH,77433,2010-12-31,190130.220715108
ZSFH,77433,2010-11-30,191354.865814967
ZSFH,77433,2010-10-31,192129.170760577
ZSFH,77433,2010-09-30,192418.55183819
ZSFH,77433,2010-08-31,192871.466302613
ZSFH,77433,2010-07-31,192812.166816487
ZSFH,77433,2010-06-30,192603.888202772
ZSFH,77433,2010-05-31,192300.196744452
ZSFH,77433,2010-04-30,192112.650765106
ZSFH,77433,2010-03-31,192055.757121992
ZSFH,77433,2010-02-28,191649.306113151
ZSFH,77433,2010-01-31,191118.766142291
ZSFH,77433,2009-12-31,190831.255629326
ZSFH,77433,2009-11-30,190655.857262692
ZSFH,77433,2009-10-31,190971.316249677
ZSFH,77433,2009-09-30,191135.919785298
ZSFH,77433,2009-08-31,191458.120174766
ZSFH,77433,2009-07-31,191726.505152659
ZSFH,77433,2009-06-30,192149.478836962
ZSFH,77433,2009-05-31,192909.638004696
ZSFH,77433,2009-04-30,193506.157082239
ZSFH,77433,2009-03-31,193899.048432845
ZSFH,77433,2009-02-28,194515.286026789
ZSFH,77433,2009-01-31,195862.522342739
ZSFH,77433,2008-12-31,197454.145194415
ZSFH,77433,2008-11-30,198946.240725766
ZSFH,77433,2008-10-31,199914.247544267
ZSFH,77433,2008-09-30,200795.264254168
ZSFH,77433,2008-08-31,201389.094036109
ZSFH,77433,2008-07-31,202233.896368456
ZSFH,77433,2008-06-30,203052.168909467
ZSFH,77433,2008-05-31,203919.612775509
ZSFH,77433,2008-04-30,203771.118963698
ZSFH,77433,2008-03-31,203930.080875587
ZSFH,77433,2008-02-29,204385.876596468
ZSFH,77433,2008-01-31,205718.608080863
ZSFH,77433,2007-12-31,206909.823949416
ZSFH,77433,2007-11-30,207726.335821116
ZSFH,77433,2007-10-31,208442.947174519
ZSFH,77433,2007-09-30,209290.930928754
ZSFH,77433,2007-08-31,210326.030040746
ZSFH,77433,2007-07-31,211185.937518474
ZSFH,77433,2007-06-30,211454.287318953
ZSFH,77433,2007-05-31,211220.758584487
ZSFH,77433,2007-04-30,211007.927688043
ZSFH,77433,2007-03-31,211030.133256065
ZSFH,77433,2007-02-28,211053.808789424
ZSFH,77433,2007-01-31,210881.922042009
ZSFH,77433,2006-12-31,210376.41317664
ZSFH,77433,2006-11-30,210056.449525244
ZSFH,77433,2006-10-31,209989.298277048
ZSFH,77433,2006-09-30,209790.138957161
ZSFH,77433,2006-08-31,209456.071074254
ZSFH,77433,2006-07-31,208814.575025957
ZSFH,77433,2006-06-30,208130.143718196
ZSFH,77433,2006-05-31,207595.645252151
ZSFH,77433,2006-04-30,206736.729382046
ZSFH,77433,2006-03-31,205977.525553858
ZSFH,77433,2006-02-28,205110.124409328
ZSFH,77433,2006-01-31,204615.892325111
ZSFH,77433,2005-12-31,204220.76387437
ZSFH,77433,2005-11-30,203606.538298305
ZSFH,77433,2005-10-31,202938.278218165
ZSFH,77433,2005-09-30,202329.385638508
ZSFH,77433,2005-08-31,201802.215059297
ZSFH,77433,2005-07-31,200967.190571461
ZSFH,77433,2005-06-30,200377.922192177
ZSFH,77433,2005-05-31,199837.480225333
ZSFH,77433,2005-04-30,199633.737887652
ZSFH,77433,2005-03-31,199080.199962679
ZSFH,77433,2005-02-28,198326.217610772
ZSFH,77433,2005-01-31,197760.583643017
ZSFH,77433,2004-12-31,196822.232234099
ZSFH,77433,2004-11-30,196075.140263352
ZSFH,77433,2004-10-31,195019.250409311
ZSFH,77433,2004-09-30,194290.782661622
ZSFH,77433,2004-08-31,193556.799083357
ZSFH,77433,2004-07-31,192841.768104488
ZSFH,77433,2004-06-30,192005.42022571
ZSFH,77433,2004-05-31,191018.228051638
ZSFH,77433,2004-04-30,190232.661342423
ZSFH,77433,2004-03-31,189840.796361307
ZSFH,77433,2004-02-29,189508.880744886
ZSFH,77433,2004-01-31,188622.158171876
ZSFH,77433,2003-12-31,187300.740793169
ZSFH,77433,2003-11-30,185867.399646375
ZSFH,77433,2003-10-31,184934.235375676
ZSFH,77433,2003-09-30,184196.543515206
ZSFH,77433,2003-08-31,183372.266664692
ZSFH,77433,2003-07-31,182568.45993822
ZSFH,77433,2003-06-30,181811.179485883
ZSFH,77433,2003-05-31,181672.692784729
ZSFH,77433,2003-04-30,181470.735355799
ZSFH,77433,2003-03-31,181168.9868909
ZSFH,77433,2003-02-28,180610.057859073
ZSFH,77433,2003-01-31,180243.265873844
ZSFH,77433,2002-12-31,179912.202234967
ZSFH,77433,2002-11-30,179860.328299269
ZSFH,77433,2002-10-31,179767.912239834
ZSFH,77433,2002-09-30,179576.290582117
